lake_ID,species,CPUE
18010400,YEP,7.125
18010500,BKF,4.0
18010500,BLB,0.33
18010500,BLC,0.5
18010500,BLG,4.5
18010500,BNM,6.0
18010500,BNS,26.0
18010500,BOF,1.5
18010500,BRB,0.875
18010500,CAP,0.17
18010500,CSH,10.5
18010500,HSF,2.04
18010500,JND,1.0
18010500,LGP,0.5
18010500,LMB,0.5
18010500,NOP,16.0
18010500,PMK,1.835
18010500,RKB,0.75
18010500,WAE,0.5
18010500,WTS,0.625
18010500,YEB,2.125
18010500,YEP,1.5
18011000,BLB,2.6950000000000003
18011000,BLC,17.78
18011000,BLG,27.335
18011000,BNM,2.67
18011000,BOF,0.11
18011000,BRB,1.365
18011000,CAP,0.22
18011000,CRC,0.17
18011000,GOS,2.5
18011000,GSF,0.43
18011000,HSF,2.14
18011000,JND,0.17
18011000,LMB,1.28
18011000,NOP,2.0
18011000,PMK,1.5
18011000,SHR,0.11
18011000,SPO,0.17
18011000,WTS,3.75
18011000,YEB,2.54
18011000,YEP,1.25
18011100,BLB,0.5
18011100,BLG,6.0
18011100,BOF,0.5
18011100,BRB,0.25
18011100,GSF,0.25
18011100,HSF,0.25
18011100,LMB,1.33
18011100,NOP,4.5
18011100,PMK,2.75
18011100,YEB,5.5
18011400,BLB,0.875
18011400,BLC,2.75
18011400,BLG,40.5
18011400,BOF,5.0
18011400,BRB,1.5
18011400,NOP,4.125
18011400,PMK,7.75
18011400,WAE,0.25
18011400,YEB,2.0
18011400,YEP,15.625
18011500,BLC,25.75
18011500,BLG,62.5
18011500,NOP,11.5
18011500,PMK,50.67
18011500,WTS,0.5
18011500,YEB,47.085
18011500,YEP,0.665
18011600,BLC,0.915
18011600,BLG,27.085
18011600,BOF,2.0
18011600,HSF,5.67
18011600,NOP,0.41500000000000004
18011600,PMK,8.67
18011600,YEB,4.67
18011600,YEP,2.0
18011800,BLB,0.25
18011800,BLC,1.0
18011800,BLG,25.78
18011800,BOF,1.11
18011800,BRB,1.11
18011800,HSF,0.25
18011800,LMB,0.515
18011800,NOP,3.125
18011800,PMK,1.33
18011800,RKB,0.25
18011800,WTS,1.25
18011800,YEB,2.67
18011800,YEP,1.5
18011900,BLC,3.0
18011900,BLG,12.0
18011900,BOF,0.67
18011900,HSF,0.33
18011900,LMB,0.8300000000000001
18011900,NOP,1.5
18011900,PMK,0.33
18011900,TLC,2.0
18011900,YEB,1.835
18011900,YEP,1.33
18012000,BLB,0.5
18012000,BLC,0.25
18012000,BLG,4.0
18012000,BOF,1.5
18012000,BRB,1.75
18012000,HSF,0.75
18012000,LMB,0.5
18012000,NOP,7.0
18012000,PMK,5.25
18012000,YEB,2.25
18012000,YEP,7.625
18012200,BLC,16.25
18012200,BRB,52.125
18012200,GOS,0.25
18012200,PMK,0.5
18012300,BLB,0.95
18012300,BLC,2.65
18012300,BRB,159.2
18012300,HSF,3.8
18012300,NOP,7.45
18012300,PMK,0.6
18012300,YEP,2.5
18012600,BLB,0.33
18012600,BLC,0.665
18012600,BLG,1.67
18012600,BOF,1.5
18012600,BRB,1.5
18012600,LMB,1.0
18012600,NOP,1.04
18012600,PMK,3.29
18012600,RKB,0.5
18012600,WAE,1.33
18012600,WTS,0.96
18012600,YEB,1.875
18012600,YEP,2.54
18012900,BLC,2.5
18012900,BLG,20.0
18012900,BOF,3.25
18012900,BRB,1.5
18012900,HSF,2.5
18012900,LMB,0.585
18012900,NOP,1.875
18012900,PMK,3.0
18012900,WAE,0.33
18012900,YEB,12.29
18012900,YEP,3.5
18013300,BLB,1.665
18013300,BLC,1.085
18013300,BLG,38.835
18013300,BOF,1.25
18013300,BRB,2.17
18013300,HSF,4.67
18013300,LMB,0.71
18013300,NOP,2.5
18013300,PMK,6.0
18013300,RKB,0.67
18013300,TLC,14.5
18013300,WAE,0.5
18013300,WTS,0.67
18013300,YEB,8.79
18013500,BLC,2.0
18013500,BLG,7.33
18013500,BOF,1.75
18013500,BRB,1.25
18013500,GOS,1.33
18013500,LMB,1.0
18013500,NOP,1.0
18013500,PMK,8.125
18013500,RKB,0.75
18013500,YEB,0.67
18013500,YEP,3.25
18013600,BCS,2.625
18013600,BIB,0.11
18013600,BKF,5.155
18013600,BKS,0.5
18013600,BLB,0.53
18013600,BLC,0.67
18013600,BLG,18.915
18013600,BNM,14.0
18013600,BNS,10.105
18013600,BOF,1.0
18013600,BRB,0.17
18013600,BST,0.09
18013600,CAP,0.08
18013600,CNM,1.0
18013600,CSH,1.25
18013600,EMS,7.5
18013600,FHM,0.09
18013600,FND,0.5
18013600,GOS,0.33
18013600,GRR,0.09
18013600,GSF,0.42500000000000004
18013600,HSF,0.78
18013600,IOD,1.25
18013600,JND,1.0
18013600,LED,0.27
18013600,LGP,2.065
18013600,LMB,1.11
18013600,NOP,1.17
18013600,PGS,0.295
18013600,PMK,1.33
18013600,RHS,0.11
18013600,RKB,0.765
18013600,SHI,4.25
18013600,SPO,5.875
18013600,TLC,1.625
18013600,TPM,0.5
18013600,WAE,5.22
18013600,WTS,2.17
18013600,YEB,4.165
18013600,YEP,2.1500000000000004
18013900,BCS,2.95
18013900,BIB,0.17
18013900,BKF,2.06
18013900,BKS,9.91
18013900,BLB,0.11
18013900,BLC,3.56
18013900,BLG,19.33
18013900,BNM,17.0
18013900,BNS,0.9750000000000001
18013900,BOF,0.78
18013900,BRB,0.11
18013900,CCF,0.67
18013900,CNM,2.185
18013900,CSH,2.57
18013900,FHM,0.33
18013900,GOS,1.88
18013900,GRR,1.55
18013900,GSF,5.34
18013900,HHC,0.835
18013900,HSF,0.46499999999999997
18013900,IOD,1.28
18013900,JND,1.0
18013900,LED,2.295
18013900,LMB,4.33
18013900,NOP,0.67
18013900,PMK,1.525
18013900,RKB,0.275
18013900,SHR,2.0
18013900,SLR,0.33
18013900,SPO,16.0
18013900,TLC,2.17
18013900,TPM,3.09
18013900,WAE,0.67
18013900,WTS,0.835
18013900,YEB,1.03
18013900,YEP,1.67
18014500,BIB,0.11
18014500,BKF,0.75
18014500,BLB,0.22
18014500,BLC,3.6100000000000003
18014500,BLG,8.0
18014500,BOF,0.22
18014500,BRB,0.195
18014500,CCF,0.7200000000000001
18014500,CSH,0.25
18014500,GRR,0.22
18014500,HSF,0.165
18014500,IOD,0.25
18014500,JND,1.75
18014500,LGP,3.25
18014500,LMB,0.72
18014500,MUE,0.09
18014500,NOP,1.0
18014500,PMK,1.75
18014500,RKB,0.33
18014500,SHR,0.67
18014500,SLR,0.67
18014500,SMB,0.92
18014500,SPO,1.25
18014500,WAE,2.0
18014500,WTS,0.775
18014500,YEB,0.78
18014500,YEP,3.56
18014700,BLC,2.96
18014700,BLG,2.915
18014700,BOF,1.46
18014700,NOP,4.67
18014700,PMK,1.0
18014700,RKB,0.5
18014700,SHR,1.67
18014700,WAE,1.46
18014700,WTS,4.29
18014700,YEB,0.915
18014700,YEP,9.67
18016100,BLB,3.0
18016100,BLC,3.0
18016100,BLG,20.5
18016100,BNS,0.67
18016100,BOF,1.7799999999999998
18016100,BRB,1.415
18016100,CAP,0.17
18016100,CSH,1.33
18016100,GOS,69.55499999999999
18016100,LMB,0.5
18016100,NOP,2.625
18016100,PMK,5.67
18016100,RKB,0.25
18016100,WTS,1.125
18016100,YEB,4.57
18016100,YEP,3.625
18016300,BLB,238.875
18016300,BLC,13.25
18016300,BLG,19.125
18016300,BOF,1.625
18016300,LMB,0.5
18016300,NOP,10.125
18016300,PMK,0.75
18016300,YEB,2.5
18016400,BLB,28.375
18016400,BLG,0.33
18016400,BOF,1.0
18016400,BRB,29.665
18016400,NOP,6.96
18016400,PMK,0.67
18016400,YEP,7.085
18016500,BLB,0.33
18016500,BLC,10.12
18016500,BLG,10.725
18016500,BOF,0.555
18016500,BRB,0.42000000000000004
18016500,GOS,0.22
18016500,HSF,0.11
18016500,IOD,1.15
18016500,JND,1.15
18016500,LMB,0.585
18016500,NOP,1.235
18016500,PMK,0.33
18016500,RKB,0.2
18016500,TPM,1.15
18016500,WAE,1.0
18016500,WTS,0.33
18016500,YEB,3.11
18016500,YEP,2.56
18016600,BCS,20.0
18016600,BLB,2.165
18016600,BLC,11.33
18016600,BLG,22.375
18016600,BOF,1.67
18016600,BRB,3.75
18016600,LMB,9.165
18016600,NOP,2.375
18016600,PMK,2.0
18016600,WAE,0.5
18016600,WTS,0.75
18016600,YEB,2.75
18016600,YEP,0.67
18016700,BLC,12.0
18016700,BLG,16.25
18016700,BOF,1.75
18016700,BRB,0.25
18016700,LMB,0.25
18016700,NOP,0.5
18016700,PMK,2.75
18016700,YEB,3.5
18016700,YEP,0.375
18016900,BCS,3.36
18016900,BLB,0.25
18016900,BLC,4.945
18016900,BLG,25.56
18016900,BNS,6.73
18016900,BOF,0.5
18016900,BRB,0.29000000000000004
18016900,HSF,0.165
18016900,LMB,1.25
18016900,NOP,5.0
18016900,PMK,1.22
18016900,WAE,0.585
18016900,YEB,2.25
18016900,YEP,1.0
18017000,BIB,0.11
18017000,BLB,1.67
18017000,BLC,15.5
18017000,BLG,20.75
18017000,BOF,1.13
18017000,BRB,0.56
18017000,CNM,2.495
18017000,CSH,13.33
18017000,GOS,2.67
18017000,HSF,0.36
18017000,JND,5.67
18017000,LMB,1.06
18017000,NOP,1.065
18017000,PMK,4.33
18017000,TPM,2.23
18017000,WAE,0.33
18017000,WTS,0.33
18017000,YEB,1.78
18017000,YEP,10.135000000000002
18018000,BLC,45.75
18018000,BLG,8.75
18018000,BOF,1.375
18018000,BRB,2.5
18018000,GOS,0.5
18018000,HSF,0.25
18018000,NOP,9.0
18018000,PMK,9.625
18018000,YEB,5.5
18018000,YEP,18.5
18018300,BKS,3.8
18018300,BLB,1.5
18018300,BLC,4.165
18018300,BLG,11.434999999999999
18018300,BOF,0.33
18018300,BRB,0.44
18018300,BST,0.33
18018300,CNM,4.11
18018300,CRC,1.41
18018300,CSH,3.93
18018300,GOS,8.290000000000001
18018300,HSF,0.17
18018300,IOD,1.41
18018300,JND,0.6
18018300,LMB,1.25
18018300,NOP,1.0
18018300,PMK,1.31
18018300,RKB,0.17
18018300,SHR,0.5
18018300,SUN,61.400000000000006
18018300,TPM,3.46
18018300,WAE,0.835
18018300,WTS,0.33
18018300,YEB,1.83
18018300,YEP,0.71
18018400,BCS,1.09
18018400,BKF,2.17
18018400,BLB,0.17
18018400,BLC,3.17
18018400,BLG,14.46
18018400,BNM,20.62
18018400,BOF,0.33
18018400,BRB,0.33
18018400,HSF,0.44
18018400,IOD,2.17
18018400,JND,2.17
18018400,LMB,1.18
18018400,NOP,3.42
18018400,PMK,1.9449999999999998
18018400,RKB,0.4
18018400,TPM,2.17
18018400,WAE,0.17
18018400,YEB,10.08
18018400,YEP,0.375
18018500,BLB,0.17
18018500,BLC,3.38
18018500,BLG,9.88
18018500,BOF,0.56
18018500,BRB,0.51
18018500,FHM,1.89
18018500,GOS,1.0
18018500,JND,2.1399999999999997
18018500,LMB,0.375
18018500,NOP,0.725
18018500,PMK,0.75
18018500,RKB,1.0
18018500,SPO,11.75
18018500,WAE,0.56
18018500,WTS,0.985
18018500,YEB,1.4449999999999998
18018500,YEP,5.5
18018600,BLB,80.0
18018600,BLC,18.75
18018600,BLG,18.75
18018600,BRB,1.33
18018600,GOS,0.5
18018600,HSF,0.18
18018600,LMB,0.22
18018600,NOP,3.5
18018600,PMK,1.89
18018600,WAE,2.085
18018600,YEB,0.5
18018600,YEP,11.875
18019000,BLB,113.875
18019000,BLG,1.0
18019000,BRB,1.0
18019000,NOP,5.125
18019000,PMK,3.25
18019000,YEB,2.25
18019000,YEP,8.375
18019500,BLB,28.83
18019500,BLC,2.25
18019500,BLG,30.22
18019500,BNM,0.67
18019500,BRB,0.5
18019500,HSF,2.5
18019500,LED,0.33
18019500,LMB,1.5
18019500,NOP,11.0
18019500,PMK,4.38
18019500,YEB,26.75
18019500,YEP,1.5
18020200,BLC,7.875
18020200,BLG,12.5
18020200,BOF,1.0
18020200,BRB,0.375
18020200,NOP,5.125
18020200,PMK,4.0
18020200,YEB,14.375
18020200,YEP,1.0
18020300,BLB,0.44
18020300,BLC,5.5
18020300,BLG,5.5
18020300,BOF,0.83
18020300,BRB,2.085
18020300,CNM,1.08
18020300,FHM,0.33
18020300,GOS,0.17
18020300,HSF,0.14
18020300,IOD,1.08
18020300,JND,1.08
18020300,LMB,0.41500000000000004
18020300,NOP,1.33
18020300,PMK,0.83
18020300,RKB,0.195
18020300,SHR,1.42
18020300,SPO,4.0
18020300,TPM,2.16
18020300,WAE,2.14
18020300,WTS,1.25
18020300,YEB,2.5
18020300,YEP,11.785
18020500,BLC,6.165
18020500,BLG,14.0
18020500,HSF,3.75
18020500,LMB,1.415
18020500,NOP,5.0
18020500,PMK,5.0
18020500,RKB,0.25
18020500,YEP,2.0
18020600,BLC,20.96
18020600,BLG,31.04
18020600,GOS,0.79
18020600,LMB,1.0
18020600,NOP,2.67
18020600,PMK,3.125
18020600,WTS,0.25
18020600,YEB,18.625
18020600,YEP,10.335
18020700,BLC,25.5
18020700,BLG,2.0
18020700,BRB,0.5
18020700,GOS,1.0
18020700,HSF,1.67
18020700,LMB,1.33
18020700,NOP,7.25
18020700,PMK,4.0
18020700,WTS,2.5
18020700,YEB,4.67
18020700,YEP,9.5
18020900,BLB,2.5
18020900,BLC,1.0
18020900,BLG,42.0
18020900,BOF,2.5
18020900,GRR,1.5
18020900,HSF,2.5
18020900,LMB,0.5
18020900,NOP,1.0
18020900,PMK,18.5
18020900,TLC,2.5
18020900,WTS,2.5
18020900,YEB,1.25
18020900,YEP,2.5
18021200,BCS,5.33
18021200,BKF,1.0
18021200,BLB,0.17
18021200,BLC,1.11
18021200,BLG,21.485
18021200,BNM,33.585
18021200,BRB,0.33
18021200,FHM,1.33
18021200,GOS,26.93
18021200,HSF,0.33
18021200,LMB,1.44
18021200,NOP,1.25
18021200,PMK,1.44
18021200,RKB,1.17
18021200,SPO,19.625
18021200,WAE,1.0
18021200,WTS,0.275
18021200,YEB,17.695
18021200,YEP,5.945
18021800,BKF,24.38
18021800,BLB,0.11
18021800,BLC,1.75
18021800,BLG,4.83
18021800,BNM,84.75
18021800,BOF,0.25
18021800,BRB,0.5
18021800,GOS,0.5
18021800,HSF,0.8049999999999999
18021800,IOD,1.38
18021800,JND,1.38
18021800,LED,1.25
18021800,LMB,3.67
18021800,NOP,0.67
18021800,PMK,3.67
18021800,RKB,1.88
18021800,SPO,0.25
18021800,TPM,0.12
18021800,WAE,0.33
18021800,WTS,0.64
18021800,YEB,1.8849999999999998
18021800,YEP,3.5
18022000,BLC,5.654999999999999
18022000,BLG,8.780000000000001
18022000,BOF,0.33
18022000,BRB,0.41500000000000004
18022000,HSF,3.625
18022000,LMB,0.655
18022000,NOP,0.975
18022000,PMK,3.75
18022000,WTS,0.33
18022000,YEB,4.22
18022000,YEP,1.415
18022200,BLC,6.085
18022200,BLG,60.04
18022200,LMB,2.75
18022200,NOP,2.915
18022200,PMK,1.04
18022200,WAE,0.33
18022200,YEB,3.415
18022200,YEP,28.0
18022600,BCS,5.545
18022600,BKF,4.93
18022600,BLB,0.67
18022600,BLC,2.0
18022600,BLG,14.33
18022600,BNM,44.07
18022600,BNS,16.0
18022600,BOF,0.25
18022600,BRB,0.5
18022600,CNM,0.93
18022600,GOS,2.62
18022600,GSF,1.5
18022600,HSF,0.5
18022600,IOD,0.93
18022600,JND,1.0
18022600,LED,1.845
18022600,LMB,1.89
18022600,NOP,3.3600000000000003
18022600,PMK,4.5
18022600,RKB,1.17
18022600,SMB,0.17
18022600,SPO,1.95
18022600,TPM,0.93
18022600,WAE,0.5
18022600,YEB,9.44
18022600,YEP,2.835
18022700,BCS,1.68
18022700,BKF,1.645
18022700,BLB,0.75
18022700,BLC,1.0
18022700,BLG,15.335
18022700,BNM,29.18
18022700,BNS,2.96
18022700,BOF,0.22
18022700,BRB,1.17
18022700,CNM,3.36
18022700,GSF,29.56
18022700,HSF,3.54
18022700,IOD,10.34
18022700,JND,0.5
18022700,LMB,0.67
18022700,NOP,2.22
18022700,PMK,2.25
18022700,RKB,0.75
18022700,SMB,0.625
18022700,SPO,5.91
18022700,WAE,0.385
18022700,YEB,3.5149999999999997
18022700,YEP,1.085
18023400,BKF,1.67
18023400,BLG,92.5
18023400,BNS,0.33
18023400,CSH,0.33
18023400,GOS,0.33
18023400,HSF,66.78999999999999
18023400,NOP,8.0
18023400,PMK,22.0
18023400,WTS,1.75
18023400,YEP,12.0
18023600,BLB,20.5
18023600,BLC,3.125
18023600,BLG,43.125
18023600,NOP,12.75
18023600,PMK,20.375
18023600,YEP,2.0
18023800,BLB,2.5
18023800,BLC,0.41500000000000004
18023800,BLG,8.665
18023800,BOF,5.335
18023800,BRB,1.25
18023800,LMB,1.0
18023800,NOP,6.5
18023800,PMK,5.67
18023800,RHS,0.915
18023800,WAE,1.0
18023800,WTS,0.5
18023800,YEB,2.0
18023800,YEP,2.585
18023900,BLB,1.75
18023900,BLC,0.89
18023900,BLG,46.125
18023900,BRB,16.0
18023900,GOS,0.445
18023900,HSF,0.33
18023900,LMB,1.6
18023900,NOP,2.44
18023900,PMK,6.970000000000001
18023900,SUN,37.21
18023900,WTS,0.25
18023900,YEB,7.78
18023900,YEP,1.5
18024000,BLB,36.75
18024000,BLC,115.67
18024000,BLG,40.75
18024000,BOF,2.875
18024000,BRB,11.75
18024000,LMB,0.875
18024000,NOP,1.25
18024000,PMK,3.0
18024000,WAE,1.0
18024000,WTS,0.25
18024000,YEB,0.5
18024000,YEP,0.375
18024200,BCS,0.96
18024200,BKF,8.75
18024200,BKS,15.625
18024200,BLB,0.195
18024200,BLC,1.0
18024200,BLG,14.0
18024200,BNM,11.51
18024200,BNS,16.0
18024200,BOF,0.665
18024200,BRB,0.25
18024200,BST,2.69
18024200,CSH,0.47
18024200,GOS,0.22
18024200,GSF,0.17
18024200,HSF,0.96
18024200,IOD,21.1
18024200,JND,4.0
18024200,LMB,1.92
18024200,NOP,3.33
18024200,PMK,1.56
18024200,RKB,0.83
18024200,SDS,100.0
18024200,SPO,3.75
18024200,TLC,5.609999999999999
18024200,TPM,4.565
18024200,WAE,2.75
18024200,WTS,0.33
18024200,YEB,1.25
18024200,YEP,21.045
18024300,BCS,2.71
18024300,BKF,23.75
18024300,BKS,0.91
18024300,BLB,0.33
18024300,BLC,1.5
18024300,BLG,24.375
18024300,BNM,9.25
18024300,BNS,29.25
18024300,BOF,0.9
18024300,BRB,0.33
18024300,BST,0.91
18024300,CNM,1.065
18024300,CSH,0.08
18024300,EMS,1.5
18024300,FHM,4.79
18024300,GOS,3.0
18024300,GSF,1.3050000000000002
18024300,HSF,1.83
18024300,IOD,1.6800000000000002
18024300,JND,1.75
18024300,LMB,2.0
18024300,MMS,0.14
18024300,NOP,1.25
18024300,PGS,0.61
18024300,PMK,1.47
18024300,RKB,0.67
18024300,SDS,15.75
18024300,SPO,7.625
18024300,TLC,1.0
18024300,TPM,0.64
18024300,WAE,1.5
18024300,WTS,0.5
18024300,YEB,1.6
18024300,YEP,4.51
18025100,BCS,30.7
18025100,BKF,8.06
18025100,BLB,0.1
18025100,BLC,1.7
18025100,BLG,16.67
18025100,BMS,93.0
18025100,BNM,5.47
18025100,BNS,6.82
18025100,BRB,0.8049999999999999
18025100,CNM,5.69
18025100,GLR,0.385
18025100,GOS,0.1
18025100,HSF,3.91
18025100,IOD,2.27
18025100,JND,0.44
18025100,LMB,1.83
18025100,MMS,4.2
18025100,NOP,1.0699999999999998
18025100,PMK,2.7
18025100,RKB,0.385
18025100,SFS,6.82
18025100,SMB,1.05
18025100,SPO,1.235
18025100,WAE,1.25
18025100,WTS,0.11
18025100,YEB,12.565000000000001
18025100,YEP,0.3
18025200,BLC,5.0
18025200,BLG,26.5
18025200,BRB,7.875
18025200,GOS,0.25
18025200,HSF,4.5
18025200,LMB,0.625
18025200,NOP,7.125
18025200,PMK,4.75
18025200,YEP,1.5
18025400,LMB,0.665
18025400,NOP,8.435
18025400,PMK,50.2
18025400,WTS,1.33
18025400,YEP,2.8
18025700,BLB,23.085
18025700,BLC,5.75
18025700,BLG,41.585
18025700,BRB,10.335
18025700,GOS,0.5
18025700,LMB,0.5
18025700,NOP,4.335
18025700,WTS,0.5
18025700,YEP,7.165
18026100,BCS,10.785
18026100,BKF,3.75
18026100,BKS,0.75
18026100,BLB,0.585
18026100,BLC,0.67
18026100,BLG,4.085
18026100,BNM,74.375
18026100,BNS,1.58
18026100,BOF,1.835
18026100,BRB,1.33
18026100,CNM,12.66
18026100,GOS,14.24
18026100,GRR,0.33
18026100,HSF,0.5
18026100,IOD,0.75
18026100,JND,0.75
18026100,LKW,0.33
18026100,LMB,1.0
18026100,NOP,1.71
18026100,PGS,4.955
18026100,PMK,1.33
18026100,RKB,0.67
18026100,SHR,0.5
18026100,SLR,0.5
18026100,SMB,3.4
18026100,WAE,0.33
18026100,WTS,1.585
18026100,YEB,3.25
18026100,YEP,3.8
18026600,BCS,3.92
18026600,BKF,0.665
18026600,BLB,1.0
18026600,BLC,1.0
18026600,BLG,21.27
18026600,BNM,25.03
18026600,BOF,0.75
18026600,BRB,0.29000000000000004
18026600,CNM,8.76
18026600,CSH,28.33
18026600,GLR,0.17
18026600,GOS,14.0
18026600,GRR,0.22
18026600,GSF,0.25
18026600,HHC,1.0
18026600,HSF,1.33
18026600,IOD,0.17
18026600,JND,0.585
18026600,LED,0.17
18026600,LES,0.555
18026600,LGP,5.17
18026600,LKW,0.5
18026600,LMB,0.5
18026600,MMS,10.01
18026600,NOP,2.0
18026600,PMK,2.625
18026600,RKB,0.365
18026600,SHR,0.41500000000000004
18026600,SMB,0.25
18026600,SPO,4.0
18026600,TLC,4.875
18026600,WAE,0.875
18026600,WTS,1.0
18026600,YEB,5.3100000000000005
18026600,YEP,2.22
18026900,BCS,6.64
18026900,BDD,0.5
18026900,BKF,5.0
18026900,BLB,0.6
18026900,BLC,0.5
18026900,BLG,11.78
18026900,BNM,22.395
18026900,BNS,6.5
18026900,BOF,0.83
18026900,BRB,0.38
18026900,CNM,39.11
18026900,CSH,1.5
18026900,GSF,0.25
18026900,HSF,3.5549999999999997
18026900,IOD,1.0
18026900,JND,7.46
18026900,LES,1.5
18026900,LGP,0.5
18026900,LKW,1.75
18026900,LMB,0.71
18026900,NOP,1.67
18026900,PMK,1.78
18026900,RKB,1.11
18026900,SMB,0.625
18026900,SPO,1.5
18026900,TLC,6.33
18026900,WAE,0.5
18026900,WTS,0.775
18026900,YEB,2.22
18026900,YEP,0.4
18027300,BLB,38.0
18027300,BLC,6.5
18027300,BLG,22.25
18027300,BOF,0.5
18027300,HSF,27.375
18027300,LMB,0.625
18027300,NOP,6.375
18027300,PMK,2.875
18027300,YEB,21.0
18027800,BKT,8.22
18027800,BLG,0.04
18027800,FHM,566.67
18028200,BLC,4.75
18028200,BLG,31.625
18028200,NOP,3.625
18028400,BLB,0.67
18028400,BLC,2.835
18028400,BLG,14.5
18028400,BRB,0.665
18028400,HSF,0.33
18028400,LMB,2.335
18028400,NOP,1.33
18028400,PMK,2.0
18028400,RKB,1.0
18028400,WAE,2.0
18028400,YEB,10.165
18028400,YEP,0.67
18028700,BCS,4.0
18028700,BKS,8.84
18028700,BLB,1.54
18028700,BLC,3.835
18028700,BLG,26.0
18028700,BNS,4.42
18028700,BOF,1.415
18028700,BRB,2.0
18028700,CNM,2.21
18028700,GOS,47.655
18028700,GSF,3.67
18028700,HSF,1.83
18028700,JND,1.83
18028700,LMB,1.0
18028700,NOP,4.42
18028700,PMK,2.67
18028700,RKB,0.75
18028700,WTS,0.25
18028700,YEB,10.625
18028700,YEP,1.83
18028800,BLC,0.17
18028800,BLG,41.46
18028800,BRB,0.335
18028800,LMB,0.54
18028800,NOP,11.165
18028800,PMK,3.875
18028800,RKB,3.04
18028800,WAE,0.25
18028800,WTS,0.25
18028800,YEB,17.54
18028800,YEP,0.335
18029300,BLB,0.38
18029300,BLC,4.33
18029300,BLG,13.92
18029300,BNM,66.0
18029300,BOF,1.35
18029300,BRB,0.56
18029300,GOS,0.6
18029300,GSF,0.94
18029300,HSF,1.56
18029300,JND,0.33
18029300,LED,0.33
18029300,LMB,0.83
18029300,NOP,7.4
18029300,PMK,1.28
18029300,WTS,1.335
18029300,YEB,2.4
18029300,YEP,20.33
18029400,BCS,2.67
18029400,BKF,12.0
18029400,BLC,1.22
18029400,BLG,8.0
18029400,BNM,43.78
18029400,BNS,6.045
18029400,BOF,1.22
18029400,BRB,0.11
18029400,BUB,4.545
18029400,CNM,1.46
18029400,CRC,0.67
18029400,CSH,45.0
18029400,FHM,2.0
18029400,GOS,1.46
18029400,GRR,0.89
18029400,GSF,0.33
18029400,HHC,4.83
18029400,HSF,1.11
18029400,IOD,4.67
18029400,JND,5.33
18029400,LGP,10.21
18029400,LMB,0.275
18029400,MMS,0.895
18029400,MTS,11.67
18029400,NOP,1.025
18029400,PGS,1.33
18029400,PMK,2.9
18029400,RKB,1.5
18029400,SHR,0.67
18029400,SLR,0.11
18029400,SMB,0.67
18029400,SPO,13.33
18029400,TLC,1.89
18029400,TPM,0.895
18029400,WAE,0.89
18029400,WTS,1.8050000000000002
18029400,YEB,0.89
18029400,YEP,4.2
18029500,BLG,6.5
18029500,BOF,0.25
18029500,BRB,0.75
18029500,HSF,2.25
18029500,NOP,3.75
18029500,PMK,2.5
18029500,YEB,0.75
18029500,YEP,3.25
18029600,BKF,3.5
18029600,BLB,0.78
18029600,BLC,1.44
18029600,BLG,12.5
18029600,BNM,1.0
18029600,BNS,5.75
18029600,BOF,0.78
18029600,BRB,0.33
18029600,CSH,0.11
18029600,FHM,0.25
18029600,GRR,0.38
18029600,GSF,0.16
18029600,HHC,0.25
18029600,HSF,1.835
18029600,IOD,0.5
18029600,JND,0.25
18029600,LES,0.11
18029600,LGP,6.0
18029600,LMB,0.56
18029600,NOP,3.88
18029600,PMK,1.5
18029600,RKB,0.56
18029600,SHR,0.65
18029600,SLR,0.22
18029600,SMB,0.25
18029600,TLC,0.89
18029600,WAE,0.33
18029600,WTS,1.0
18029600,YEB,1.8399999999999999
18029600,YEP,2.2800000000000002
18029700,BCS,0.835
18029700,BKF,3.165
18029700,BLB,0.17
18029700,BLC,0.7250000000000001
18029700,BLG,13.11
18029700,BNM,24.14
18029700,BNS,1.0
18029700,BOF,0.585
18029700,BRB,0.385
18029700,BST,2.3000000000000003
18029700,CSH,0.11
18029700,GOS,5.0
18029700,GSF,1.2
18029700,HSF,6.67
18029700,IOD,13.445
18029700,JND,1.6
18029700,LED,2.1
18029700,LGP,1.0
18029700,LMB,1.725
18029700,MMS,7.0
18029700,MTS,3.15
18029700,NOP,1.33
18029700,PMK,1.1099999999999999
18029700,RKB,2.0
18029700,SMB,0.555
18029700,SPO,1.67
18029700,TLC,1.83
18029700,TPM,3.15
18029700,WAE,1.085
18029700,WTS,0.335
18029700,YEB,1.2200000000000002
18029700,YEP,0.67
18029800,BKF,4.85
18029800,BLB,0.33
18029800,BLC,0.8
18029800,BLG,10.215
18029800,BNM,17.634999999999998
18029800,BNS,3.64
18029800,BOF,0.5800000000000001
18029800,BRB,0.61
18029800,GSF,2.465
18029800,HSF,2.41
18029800,IOD,11.66
18029800,LMB,1.4
18029800,NOP,2.96
18029800,PMK,1.12
18029800,RKB,1.8
18029800,SMB,0.33
18029800,TLC,0.67
18029800,TPM,1.21
18029800,WAE,1.8
18029800,WTS,0.4
18029800,YEB,2.3
18029800,YEP,0.8
18029900,BLB,141.75
18029900,GOS,0.5
18030200,BLC,0.5
18030200,BLG,43.875
18030200,BRB,1.25
18030200,LMB,1.0
18030200,NOP,4.5
18030200,PMK,5.75
18030200,RKB,1.0
18030200,YEB,5.75
18030200,YEP,24.5
18030500,BCS,0.71
